classlabel,lowerclass,lowerclasslabel,broader,lowerclassbroaderlabel,upperclasslabel
Waterdeel,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWaterPlus_gracht,gracht,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWater_waterloop,waterloop,
Waterdeel,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWaterPlus_kanaal,kanaal,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWater_waterloop,waterloop,
Waterdeel,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWaterPlus_rivier,rivier,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWater_waterloop,waterloop,
Waterdeel,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWaterPlus_sloot,sloot,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWater_waterloop,waterloop,
Waterdeel,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWater_watervlakte,watervlakte,,,Waterdeel
Waterdeel,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWaterPlus_haven,haven,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWater_watervlakte,watervlakte,
Waterdeel,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWaterPlus_meer_plas_ven_vijver,"meer, plas, ven, vijver",http://www.geostandaarden.nl/imgeo/def/2.1#TypeWater_watervlakte,watervlakte,
Waterdeel,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWater_zee,zee,,,Waterdeel
Waterinrichtingselement,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWaterinrichting_niet_bgt,niet-bgt,,,Waterinrichtingselement
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_gesloten_verharding,gesloten verharding,,,Wegdeel
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_asfalt,asfalt,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_gesloten_verharding,gesloten verharding,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_cementbeton,cementbeton,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_gesloten_verharding,gesloten verharding,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_half_verhard,half verhard,,,Wegdeel
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_grasklinkers,grasklinkers,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_half_verhard,half verhard,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_gravel,gravel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_half_verhard,half verhard,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_grind,grind,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_half_verhard,half verhard,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_puin,puin,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_half_verhard,half verhard,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_schelpen,schelpen,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_half_verhard,half verhard,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_onverhard,onverhard,,,Wegdeel
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_boomschors,boomschors,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_onverhard,onverhard,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_zand,zand,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_onverhard,onverhard,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_open_verharding,open verharding,,,Wegdeel
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_beton_element,beton element,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_open_verharding,open verharding,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_betonstraatstenen,betonstraatstenen,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_open_verharding,open verharding,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_gebakken_klinkers,gebakken klinkers,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_open_verharding,open verharding,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_sierbestrating,sierbestrating,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_open_verharding,open verharding,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWegPlus_tegels,tegels,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_open_verharding,open verharding,
Wegdeel,http://www.geostandaarden.nl/imgeo/def/2.1#FysiekVoorkomenWeg_transitie,transitie,,,Wegdeel
Weginrichtingselement,http://www.geostandaarden.nl/imgeo/def/2.1#TypeWeginrichting_niet_bgt,niet-bgt,,,Weginrichtingselement
